300BCG001_d14_PBMC,0
300BCG001_d90_PBMC,1
300BCG002_d14_PBMC,0
300BCG002_d90_PBMC,1
300BCG003_d14_PBMC,0
300BCG003_d90_PBMC,1
300BCG004_d14_PBMC,0
300BCG004_d90_PBMC,1
300BCG005_d14_PBMC,0
300BCG005_d90_PBMC,1
300BCG007_d14_PBMC,0
300BCG007_d90_PBMC,1
300BCG008_d14_PBMC,0
300BCG008_d90_PBMC,1
300BCG010_d14_PBMC,0
300BCG010_d90_PBMC,1
300BCG011_d14_PBMC,0
300BCG011_d90_PBMC,1
300BCG012_d14_PBMC,0
300BCG012_d90_PBMC,1
300BCG013_d14_PBMC,0
300BCG013_d90_PBMC,1
300BCG014_d14_PBMC,0
300BCG014_d90_PBMC,1
300BCG015_d14_PBMC,0
300BCG015_d90_PBMC,1
300BCG016_d14_PBMC,0
300BCG016_d90_PBMC,1
300BCG017_d14_PBMC,0
300BCG017_d90_PBMC,1
300BCG018_d14_PBMC,0
300BCG018_d90_PBMC,1
300BCG019_d14_PBMC,0
300BCG019_d90_PBMC,1
300BCG020_d14_PBMC,0
300BCG020_d90_PBMC,1
300BCG021_d14_PBMC,0
300BCG021_d90_PBMC,1
300BCG022_d14_PBMC,0
300BCG022_d90_PBMC,1
300BCG023_d14_PBMC,0
300BCG023_d90_PBMC,1
300BCG024_d14_PBMC,0
300BCG024_d90_PBMC,1
300BCG025_d14_PBMC,0
300BCG025_d90_PBMC,1
300BCG026_d14_PBMC,0
300BCG027_d14_PBMC,0
300BCG027_d90_PBMC,1
300BCG028_d14_PBMC,0
300BCG028_d90_PBMC,1
300BCG029_d14_PBMC,0
300BCG029_d90_PBMC,1
300BCG030_d14_PBMC,0
300BCG030_d90_PBMC,1
300BCG031_d14_PBMC,0
300BCG031_d90_PBMC,1
300BCG032_d14_PBMC,0
300BCG032_d90_PBMC,1
300BCG033_d14_PBMC,0
300BCG033_d90_PBMC,1
300BCG034_d14_PBMC,0
300BCG034_d90_PBMC,1
300BCG035_d14_PBMC,0
300BCG035_d90_PBMC,1
300BCG036_d14_PBMC,0
300BCG036_d90_PBMC,1
300BCG037_d14_PBMC,0
300BCG037_d90_PBMC,1
300BCG038_d14_PBMC,0
300BCG038_d90_PBMC,1
300BCG039_d14_PBMC,0
300BCG039_d90_PBMC,1
300BCG040_d14_PBMC,0
300BCG040_d90_PBMC,1
300BCG041_d14_PBMC,0
300BCG041_d90_PBMC,1
300BCG042_d14_PBMC,0
300BCG042_d90_PBMC,1
300BCG043_d14_PBMC,0
300BCG043_d90_PBMC,1
300BCG044_d14_PBMC,0
300BCG044_d90_PBMC,1
300BCG045_d14_PBMC,0
300BCG045_d90_PBMC,1
300BCG046_d14_PBMC,0
300BCG046_d90_PBMC,1
300BCG047_d14_PBMC,0
300BCG047_d90_PBMC,1
300BCG049_d14_PBMC,0
300BCG049_d90_PBMC,1
300BCG050_d14_PBMC,0
300BCG050_d90_PBMC,1
300BCG051_d14_PBMC,0
300BCG051_d90_PBMC,1
300BCG052_d14_PBMC,0
300BCG052_d90_PBMC,1
300BCG053_d14_PBMC,0
300BCG053_d90_PBMC,1
300BCG054_d14_PBMC,0
300BCG054_d90_PBMC,1
300BCG055_d14_PBMC,0
300BCG055_d90_PBMC,1
300BCG056_d14_PBMC,0
300BCG056_d90_PBMC,1
300BCG057_d14_PBMC,0
300BCG057_d90_PBMC,1
300BCG058_d14_PBMC,0
300BCG058_d90_PBMC,1
300BCG059_d14_PBMC,0
300BCG059_d90_PBMC,1
300BCG060_d14_PBMC,0
300BCG060_d90_PBMC,1
300BCG061_d14_PBMC,0
300BCG061_d90_PBMC,1
300BCG062_d14_PBMC,0
300BCG062_d90_PBMC,1
300BCG063_d14_PBMC,0
300BCG063_d90_PBMC,1
300BCG064_d14_PBMC,0
300BCG064_d90_PBMC,1
300BCG065_d14_PBMC,0
300BCG065_d90_PBMC,1
300BCG066_d14_PBMC,0
300BCG066_d90_PBMC,1
300BCG067_d14_PBMC,0
300BCG067_d90_PBMC,1
300BCG068_d14_PBMC,0
300BCG068_d90_PBMC,1
300BCG069_d14_PBMC,0
300BCG069_d90_PBMC,1
300BCG070_d14_PBMC,0
300BCG071_d14_PBMC,0
300BCG071_d90_PBMC,1
300BCG072_d14_PBMC,0
300BCG072_d90_PBMC,1
300BCG073_d14_PBMC,0
300BCG073_d90_PBMC,1
300BCG074_d14_PBMC,0
300BCG075_d14_PBMC,0
300BCG075_d90_PBMC,1
300BCG076_d14_PBMC,0
300BCG076_d90_PBMC,1
300BCG077_d14_PBMC,0
300BCG077_d90_PBMC,1
300BCG078_d14_PBMC,0
300BCG078_d90_PBMC,1
300BCG079_d14_PBMC,0
300BCG079_d90_PBMC,1
300BCG080_d14_PBMC,0
300BCG080_d90_PBMC,1
300BCG081_d14_PBMC,0
300BCG082_d14_PBMC,0
300BCG082_d90_PBMC,1
300BCG083_d14_PBMC,0
300BCG083_d90_PBMC,1
300BCG084_d14_PBMC,0
300BCG084_d90_PBMC,1
300BCG085_d14_PBMC,0
300BCG085_d90_PBMC,1
300BCG086_d14_PBMC,0
300BCG086_d90_PBMC,1
300BCG087_d14_PBMC,0
300BCG087_d90_PBMC,1
300BCG088_d14_PBMC,0
300BCG088_d90_PBMC,1
300BCG089_d14_PBMC,0
300BCG089_d90_PBMC,1
300BCG090_d14_PBMC,0
300BCG090_d90_PBMC,1
300BCG091_d14_PBMC,0
300BCG091_d90_PBMC,1
300BCG092_d14_PBMC,0
300BCG092_d90_PBMC,1
300BCG093_d14_PBMC,0
300BCG093_d90_PBMC,1
300BCG094_d14_PBMC,0
300BCG094_d90_PBMC,1
300BCG095_d14_PBMC,0
300BCG095_d90_PBMC,1
300BCG096_d14_PBMC,0
300BCG096_d90_PBMC,1
300BCG097_d14_PBMC,0
300BCG097_d90_PBMC,1
300BCG098_d14_PBMC,0
300BCG098_d90_PBMC,1
300BCG099_d14_PBMC,0
300BCG099_d90_PBMC,1
300BCG100_d14_PBMC,0
300BCG100_d90_PBMC,1
300BCG101_d14_PBMC,0
300BCG101_d90_PBMC,1
300BCG102_d14_PBMC,0
300BCG102_d90_PBMC,1
300BCG103_d14_PBMC,0
300BCG103_d90_PBMC,1
300BCG104_d14_PBMC,0
300BCG104_d90_PBMC,1
300BCG105_d14_PBMC,0
300BCG105_d90_PBMC,1
300BCG106_d14_PBMC,0
300BCG106_d90_PBMC,1
300BCG107_d14_PBMC,0
300BCG107_d90_PBMC,1
300BCG108_d14_PBMC,0
300BCG108_d90_PBMC,1
300BCG109_d14_PBMC,0
300BCG109_d90_PBMC,1
300BCG110_d14_PBMC,0
300BCG110_d90_PBMC,1
300BCG111_d14_PBMC,0
300BCG111_d90_PBMC,1
300BCG112_d14_PBMC,0
300BCG112_d90_PBMC,1
300BCG114_d14_PBMC,0
300BCG114_d90_PBMC,1
300BCG115_d14_PBMC,0
300BCG115_d90_PBMC,1
300BCG116_d14_PBMC,0
300BCG117_d14_PBMC,0
300BCG117_d90_PBMC,1
300BCG118_d14_PBMC,0
300BCG118_d90_PBMC,1
300BCG119_d14_PBMC,0
300BCG119_d90_PBMC,1
300BCG120_d14_PBMC,0
300BCG120_d90_PBMC,1
300BCG121_d14_PBMC,0
300BCG121_d90_PBMC,1
300BCG122_d14_PBMC,0
300BCG122_d90_PBMC,1
300BCG123_d14_PBMC,0
300BCG123_d90_PBMC,1
300BCG124_d14_PBMC,0
300BCG124_d90_PBMC,1
300BCG125_d14_PBMC,0
300BCG126_d14_PBMC,0
300BCG126_d90_PBMC,1
300BCG128_d14_PBMC,0
300BCG128_d90_PBMC,1
300BCG129_d14_PBMC,0
300BCG129_d90_PBMC,1
300BCG130_d14_PBMC,0
300BCG130_d90_PBMC,1
300BCG131_d14_PBMC,0
300BCG131_d90_PBMC,1
300BCG132_d14_PBMC,0
300BCG132_d90_PBMC,1
300BCG133_d14_PBMC,0
300BCG133_d90_PBMC,1
300BCG134_d14_PBMC,0
300BCG134_d90_PBMC,1
300BCG135_d14_PBMC,0
300BCG137_d14_PBMC,0
300BCG137_d90_PBMC,1
300BCG138_d14_PBMC,0
300BCG138_d90_PBMC,1
300BCG139_d14_PBMC,0
300BCG139_d90_PBMC,1
300BCG140_d14_PBMC,0
